model	model_label	exposure	effect_type	effect	ci_lower	ci_upper	conventional_pvalue	cr2_ci_lower	cr2_ci_upper	cr2_pvalue	cr2_df	n_persons	n_person_waves	n_clusters	n_province_years	interpretation_role	estimation_note
RC2_CONTRAST	Full joint resource coefficient contrast	Difference between TCM bed-density and comprehensive-hospital-bed associations	percentage-point difference between coefficients per 1-SD higher province-year bed density	6.06263	2.9444	9.18086	4.6e-4	1.75283	10.37243	0.01417	5.70194	13083	32634	28	112	Focused secondary resource-composition contrast	Direct coefficient contrast in a model containing z_tcm_beds; z_comprehensive_beds; z_tcm_physicians; z_log_gdp; z_urbanization; positive values indicate a more positive TCM-bed association
