province	year	source_id	source_name	source_url	source_edition	indicator	value	unit	denominator_population	denominator_unit	extraction_status	quality_flag	notes
Beijing	2018	nhc_yearbook_2019	China Health Yearbook in 2019	https://www.cpdrc.org.cn/en/Publications/ChinaHealthYearbookinChinese/202310/t20231014_447.html	2019	tcm_physicians		count	persons	10000_persons	pending	template_row	Replace with direct yearbook value before analysis.
Beijing	2018	nhc_yearbook_2019	China Health Yearbook in 2019	https://www.cpdrc.org.cn/en/Publications/ChinaHealthYearbookinChinese/202310/t20231014_447.html	2019	tcm_beds		count	persons	10000_persons	pending	template_row	Replace with direct yearbook value before analysis.
Beijing	2018	nhc_yearbook_2019	China Health Yearbook in 2019	https://www.cpdrc.org.cn/en/Publications/ChinaHealthYearbookinChinese/202310/t20231014_447.html	2019	tcm_institutions		count	persons	10000_persons	pending	template_row	Replace with direct yearbook value before analysis.
Beijing	2018	nhc_yearbook_2019	China Health Yearbook in 2019	https://www.cpdrc.org.cn/en/Publications/ChinaHealthYearbookinChinese/202310/t20231014_447.html	2019	tcm_service_volume		10000_person_times	persons	10000_persons	pending	template_row	Replace with direct yearbook value before analysis.
