province	year	denominator_population	value_tcm_hospital_beds	value_tcm_practicing_assistant_physicians	value_per_10000_population_tcm_hospital_beds	value_per_10000_population_tcm_practicing_assistant_physicians	tcm_source_id	tcm_source_url	tcm_table_id	health_denominator_population	value_total_health_institution_beds	value_hospital_beds	value_comprehensive_hospital_beds	value_per_10000_population_total_health_institution_beds	value_per_10000_population_hospital_beds	value_per_10000_population_comprehensive_hospital_beds	health_source_id	health_source_url	health_table_id	health_quality_flag	gdp_per_capita_current_yuan	log_gdp_per_capita_current_yuan	urban_population_percent	age_composition_sample_population	age_composition_sample_age_65_plus	population_age_65_plus_percent	gdp_source_id	gdp_table_id	gdp_source_url	gdp_measure_notes	urbanization_source_id	urbanization_table_id	urbanization_source_url	urbanization_measure_notes	aging_source_id	aging_table_id	aging_source_url	aging_measure_notes	extraction_method	quality_flag	denominator_match	z_value_per_10000_population_tcm_hospital_beds	z_value_per_10000_population_tcm_practicing_assistant_physicians	z_value_per_10000_population_comprehensive_hospital_beds	z_value_per_10000_population_hospital_beds	z_log_gdp_per_capita_current_yuan	z_urban_population_percent	z_population_age_65_plus_percent
山西省	2011	35930000	13361	10999	3.72	3.06	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	35930000	157132	110741	77940	43.73281380462009	30.821319231839688	21.69217923740607	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	31357	10.353192806623015	49.68	30698	2384	7.765978239624731	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.0970969296626556	-0.17369298600664498	-0.7578127032119097	-0.7402487738012375	-0.8760108148978062	-0.4555702701978043	-0.9013693261447109
广东省	2011	105050000	31260	24190	2.98	2.3	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	105050000	325038	246050	181693	30.941266063779153	23.42217991432651	17.29585911470728	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	50807	10.835789419349268	66.5	89750	5884	6.555988857938718	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.4969389876410093	-0.7591715391770568	-1.4882820636040426	-1.5438937613100752	0.2114725593492468	0.7938681872832251	-1.439950001674602
广西壮族自治区	2011	46450000	18018	8299	3.88	1.79	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	46450000	152039	95752	66828	32.731754574811625	20.61399354144241	14.387082884822387	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	25326	10.139586815010556	41.8	39686	3786	9.539888121755782	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.0106445928024714	-1.152058463015096	-1.9715889777655877	-1.848900168909037	-1.357350630371957	-1.0409195594338634	-0.11178092387622598
新疆维吾尔自治区	2011	22090000	12779	4439	5.78	2.01	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	22090000	125391	97436	75164	56.7636939791761	44.10864644635581	34.02625622453599	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	30087	10.311848463756318	43.54	18871	1247	6.6080228922685595	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	0.015976907412220034	-0.9825778292026086	1.2915524650109438	0.7029317712739134	-0.9691761714317254	-0.9116673052116878	-1.416789033666055
江苏省	2011	78990000	29633	13926	3.75	1.76	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	78990000	296390	221674	149049	37.52247119888594	28.06355234839853	18.86935055070262	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	62290	11.03955617824819	61.9	67485	7300	10.81721864117952	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.0808871165013711	-1.1751694585349806	-1.2268390269835803	-1.0397789539330846	0.6706406444192546	0.4521668255464393	0.4567740935798718
江西省	2011	44880000	15019	8264	3.35	1.84	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	44880000	135570	87184	62603	30.207219251336895	19.42602495543672	13.94897504456328	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	26150	10.171604469493069	45.7	38348	2923	7.6223010326483776	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.2970179586518324	-1.1135401371486215	-2.044382665423709	-1.9779293652105208	-1.285202036672918	-0.751216231004849	-0.9653217610691793
河北省	2011	72410000	27686	16673	3.82	2.3	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	72410000	266479	187504	141006	36.80140864521475	25.8947659163099	19.473277171661373	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	33969	10.43320362298215	45.6	61861	5053	8.168312830377783	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.0430642191250405	-0.7591715391770568	-1.1264937654413631	-1.275338019701696	-0.6957144136053075	-0.758644521477388	-0.7222854110653215
河南省	2011	93880000	37025	19293	3.94	2.06	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	93880000	349612	239793	177661	37.24030677460589	25.542501065189605	18.92426501917341	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	28661	10.263292592608767	40.57	80208	7057	8.798374227009774	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-0.9782249664799021	-0.944059503336134	-1.217714728583875	-1.313598669992238	-1.0785919882911694	-1.1322875322460906	-0.4418375842004893
浙江省	2011	54630000	26321	14681	4.82	2.69	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	54630000	194759	162905	112954	35.650558301299654	29.819696137653303	20.67618524620172	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	59249	10.989504181217818	62.3	46674	3999	8.567939323820543	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-0.5027371137488871	-0.458728597418556	-0.9266249052818771	-0.8490383700601875	0.5578534569773311	0.48187998743659444	-0.5444069023315193
海南省	2011	8770000	2639	1303	3.01	1.49	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	8770000	28465	21367	16845	32.45724059293045	24.363740022805015	19.207525655644243	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	28898	10.271527667553556	50.5	7496	516	6.883671291355389	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.4807291744797246	-1.3831684182139428	-1.1706496354668392	-1.441627804535072	-1.0600350675586643	-0.39465828832298594	-1.2940946503632416
湖北省	2011	57580000	23160	11522	4.02	2	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	57580000	223980	152062	114013	38.89892323723515	26.408822507815213	19.80079888850295	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	34197	10.439893199904889	51.83	49190	4974	10.11181134376906	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-0.93499879804981	-0.9902814943759033	-1.0720744846932329	-1.2195046335021278	-0.6806401186509176	-0.2958620250382198	0.14278890948374584
湖南省	2011	65960000	33428	14489	5.07	2.2	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	65960000	257687	168428	113815	39.06716191631292	25.53486961795027	17.25515463917526	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	29880	10.304944639246754	45.1	56351	5906	10.480736810349416	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-0.36765533740484874	-0.8362081909100054	-1.495045304536716	-1.3144275467112927	-0.9847332519724645	-0.7957859738400821	0.3070020257461074
甘肃省	2011	25640000	12153	8294	4.74	3.23	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	25640000	94907	66661	50719	37.01521060842434	25.99882995319813	19.78120124804992	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	19595	9.883029710633732	37.15	21908	1951	8.905422676647799	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-0.5459632821789794	-0.04273067806063193	-1.0753307252506497	-1.2640352805537503	-1.935476498223878	-1.3863350664069183	-0.39418904513633723
福建省	2011	37200000	13885	9260	3.73	2.49	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	37200000	124232	89947	64603	33.39569892473118	24.179301075268818	17.366397849462366	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	47377	10.76589215785248	58.1	31783	2438	7.670767391372745	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.0916936586088943	-0.6128019008844535	-1.4765617195387002	-1.4616603284987766	0.05396604608602078	0.16989178758996437	-0.9437488079364239
西藏自治区	2011	3030000	929	777	3.07	2.56	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	3030000	9592	6314	5280	31.65676567656766	20.83828382838284	17.425742574257427	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	20077	9.90733016025358	22.71	2591	125	4.824392126592049	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.4483095481571555	-0.5588762446713895	-1.466701313118368	-1.8245392591989094	-1.8807178566349405	-2.4589802106415237	-2.2107043169021776
贵州省	2011	34690000	10142	5208	2.92	1.5	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	34690000	117534	78368	62005	33.881233784952435	22.590948400115305	17.87402709714615	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	16413	9.705828982731935	34.96	29636	2698	9.103792684572817	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.5293586139635784	-1.3754647530406479	-1.3922167215579153	-1.634176564645603	-2.334780679844788	-1.5490146277555183	-0.30589219353565933
辽宁省	2011	43830000	17232	9329	3.93	2.13	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	43830000	215815	171032	119186	49.23910563540954	39.0216746520648	27.192790326260553	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	50760	10.834863921828324	64.05	37447	4034	10.772558549416509	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-0.9836282375336636	-0.8901338471230699	0.156139818829375	0.15041894395026073	0.20938704291503918	0.6118750707060238	0.43689535517521405
重庆市	2011	29190000	10395	9651	3.56	3.31	natcm_2011_extract_a86	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2011/A86.xlsx	A86	29190000	115627	74827	52318	39.6118533744433	25.63446385748544	17.92326139088729	nhc_yearbook_2012_full_pdf	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202605/e2ea85f22ed349e78ab5a776dcced4ea.shtml	3-1-3	scan_transcribed_twice_national_total_verified	34500	10.448714603019452	55.02	24939	3097	12.418300653594772	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed	TRUE	-1.1835492665228402	0.01889864332572724	-1.384036211027583	-1.3036102870338397	-0.66076196581759	-0.058899558964231116	1.1694347539765841
