province	year	source	source_name	source_url	source_edition	table_id	table_title	extraction_status	quality_flag	resource_definition	denominator_population	denominator_unit	denominator_source_id	denominator_notes	value_tcm_hospital_beds	value_tcm_practicing_assistant_physicians	value_per_10000_population_tcm_hospital_beds	value_per_10000_population_tcm_practicing_assistant_physicians	rank_tcm_hospital_beds_per_10000	rank_tcm_practicing_assistant_physicians_per_10000	unit_tcm_hospital_beds	unit_tcm_practicing_assistant_physicians	notes
吉林省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	27510000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	14060	7876	5.110868774990912	2.8629589240276263	14	12	beds	persons	Official NATCM Excel table; main core-density supply exposure.
四川省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	81070000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	47053	34367	5.8039965461946466	4.239176020722832	10	3	beds	persons	Official NATCM Excel table; main core-density supply exposure.
天津市	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	14720000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	7385	5630	5.016983695652174	3.8247282608695654	17	5	beds	persons	Official NATCM Excel table; main core-density supply exposure.
宁夏回族自治区	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	6540000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	3893	1771	5.9525993883792045	2.7079510703363914	8	17	beds	persons	Official NATCM Excel table; main core-density supply exposure.
安徽省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	60300000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	24450	10211	4.054726368159204	1.6933665008291874	27	31	beds	persons	Official NATCM Excel table; main core-density supply exposure.
山东省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	97330000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	49381	26409	5.073564163156273	2.713346347477654	16	16	beds	persons	Official NATCM Excel table; main core-density supply exposure.
山西省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	36300000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	16456	13238	4.533333333333333	3.646831955922865	25	7	beds	persons	Official NATCM Excel table; main core-density supply exposure.
广东省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	106440000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	37430	29009	3.516535137166479	2.7253851935362645	31	15	beds	persons	Official NATCM Excel table; main core-density supply exposure.
广西壮族自治区	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	47190000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	22318	10686	4.729391820300911	2.2644628099173554	23	26	beds	persons	Official NATCM Excel table; main core-density supply exposure.
新疆维吾尔自治区	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	22640000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	14965	5708	6.609982332155477	2.521201413427562	4	22	beds	persons	Official NATCM Excel table; main core-density supply exposure.
江苏省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	79390000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	40685	18623	5.124700843935004	2.3457614309106942	13	23	beds	persons	Official NATCM Excel table; main core-density supply exposure.
江西省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	45220000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	20955	9434	4.634011499336577	2.0862450243255197	24	27	beds	persons	Official NATCM Excel table; main core-density supply exposure.
河北省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	73330000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	32572	20333	4.441838265375699	2.7728078549024957	26	13	beds	persons	Official NATCM Excel table; main core-density supply exposure.
河南省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	94130000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	47864	23962	5.084882609157548	2.5456283862743017	15	21	beds	persons	Official NATCM Excel table; main core-density supply exposure.
浙江省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	54980000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	32301	18277	5.8750454710803925	3.3242997453619494	9	10	beds	persons	Official NATCM Excel table; main core-density supply exposure.
海南省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	8950000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	3360	1535	3.7541899441340782	1.7150837988826817	28	30	beds	persons	Official NATCM Excel table; main core-density supply exposure.
湖北省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	57990000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	31334	13559	5.403345404380065	2.3381617520262115	12	24	beds	persons	Official NATCM Excel table; main core-density supply exposure.
湖南省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	66910000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	40102	17271	5.993424002391272	2.5812285159169033	7	19	beds	persons	Official NATCM Excel table; main core-density supply exposure.
甘肃省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	25820000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	17625	10336	6.8261037955073585	4.003098373353989	3	4	beds	persons	Official NATCM Excel table; main core-density supply exposure.
福建省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	37740000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	18284	11484	4.8447270800211975	3.042925278219396	19	11	beds	persons	Official NATCM Excel table; main core-density supply exposure.
西藏自治区	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	3120000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	1109	1126	3.5544871794871793	3.608974358974359	30	8	beds	persons	Official NATCM Excel table; main core-density supply exposure.
贵州省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	35020000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	16938	6824	4.836664762992576	1.9486007995431185	20	29	beds	persons	Official NATCM Excel table; main core-density supply exposure.
辽宁省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	43900000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	21486	11249	4.894305239179954	2.5624145785876995	18	20	beds	persons	Official NATCM Excel table; main core-density supply exposure.
重庆市	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	29700000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	16181	11082	5.448148148148148	3.731313131313131	11	6	beds	persons	Official NATCM Excel table; main core-density supply exposure.
陕西省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	37640000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	23015	10388	6.114505844845908	2.759829968119022	5	14	beds	persons	Official NATCM Excel table; main core-density supply exposure.
青海省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	5780000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	4052	1959	7.010380622837371	3.389273356401384	2	9	beds	persons	Official NATCM Excel table; main core-density supply exposure.
黑龙江省	2013	natcm_2013_extract_a95	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/A95.xls	2013	A95	2013年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	38350000	persons	natcm_2013_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	18167	8957	4.737157757496741	2.335593220338983	21	25	beds	persons	Official NATCM Excel table; main core-density supply exposure.
上海市	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	24150000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	9468	7450	3.92	3.08	31	16	beds	persons	Official NATCM Excel table; main core-density supply exposure.
云南省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	47420000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	25640	9973	5.41	2.1	23	29	beds	persons	Official NATCM Excel table; main core-density supply exposure.
内蒙古自治区	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	25110000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	19997	12926	7.96	5.15	4	3	beds	persons	Official NATCM Excel table; main core-density supply exposure.
北京市	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	21710000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	19810	15947	9.12	7.35	2	1	beds	persons	Official NATCM Excel table; main core-density supply exposure.
吉林省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	27530000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	15787	9185	5.73	3.34	18	13	beds	persons	Official NATCM Excel table; main core-density supply exposure.
四川省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	82040000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	57023	45132	6.95	5.5	9	2	beds	persons	Official NATCM Excel table; main core-density supply exposure.
天津市	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	15470000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	8769	6863	5.67	4.44	21	5	beds	persons	Official NATCM Excel table; main core-density supply exposure.
宁夏回族自治区	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	6680000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	4192	1994	6.28	2.99	12	20	beds	persons	Official NATCM Excel table; main core-density supply exposure.
安徽省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	61440000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	29318	11837	4.77	1.93	28	31	beds	persons	Official NATCM Excel table; main core-density supply exposure.
山东省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	98470000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	56427	31235	5.73	3.17	19	14	beds	persons	Official NATCM Excel table; main core-density supply exposure.
山西省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	36640000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	17493	14203	4.77	3.88	27	9	beds	persons	Official NATCM Excel table; main core-density supply exposure.
