province	year	gdp_per_capita_current_yuan	log_gdp_per_capita_current_yuan	urban_population_percent	age_composition_sample_population	age_composition_sample_age_65_plus	population_age_65_plus_percent	gdp_source_id	gdp_table_id	gdp_source_url	gdp_measure_notes	urbanization_source_id	urbanization_table_id	urbanization_source_url	urbanization_measure_notes	aging_source_id	aging_table_id	aging_source_url	aging_measure_notes	extraction_method	quality_flag
上海市	2013	90092	11.408586649421268	89.6	19932	2121	10.64118001204094	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
江苏省	2013	74607	11.219989615569899	64.11	65526	8030	12.254677532582486	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
浙江省	2013	68462	11.134034125797095	64	45376	4174	9.198695345557123	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
安徽省	2013	31684	10.36356710058417	47.86	49765	5241	10.531498040791721	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
福建省	2013	57856	10.965712443751848	60.77	31148	2543	8.16424810581739	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
江西省	2013	31771	10.366309203003638	48.87	37321	3360	9.002974196832882	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
山东省	2013	56322.5850307906	10.938850888762806	53.75	80331	8822	10.98206171963501	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
河南省	2013	34174	10.43922040000822	43.8	77688	6935	8.926732571310884	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
湖北省	2013	42612.7	10.659907609893637	54.51	47860	4741	9.905975762641036	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
湖南省	2013	36763	10.51224718358581	47.96	55219	5837	10.570636918451983	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
广东省	2013	58540	10.977465560245877	67.76	87847	6364	7.244413582706296	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
广西壮族自治区	2013	30588	10.328363054164116	44.81	38947	3620	9.294682517267056	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
海南省	2013	35317	10.47211971339814	52.74	7389	602	8.1472459060766	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
重庆市	2013	42795	10.66417655231571	58.34	24512	3247	13.246573107049608	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
四川省	2013	32454	10.387578981099482	44.9	66904	8536	12.758579457132607	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
贵州省	2013	22921.67	10.039838030303505	37.83	28905	2682	9.278671510119356	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
云南省	2013	25083	10.129945604818168	40.48	38680	3099	8.011892450879007	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
西藏自治区	2013	26068	10.168463787452271	23.71	2575	133	5.165048543689321	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
陕西省	2013	42692	10.661766828033855	51.310674703881645	31063	3053	9.828413224736824	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
甘肃省	2013	24296	10.098067006725584	40.13	21311	1895	8.892121439632115	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
青海省	2013	36510	10.505341474649683	48.51	4769	341	7.15034598448312	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
宁夏回族自治区	2013	39420	10.58202858070671	52.01	5399	382	7.075384330431561	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
新疆维吾尔自治区	2013	37181	10.523553157094481	44.47	18688	1190	6.367722602739725	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
北京市	2015	106497	11.575872094720777	86.5	335775	35775	10.654456109001563	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
天津市	2015	107960	11.58951606713194	82.64	239370	24641	10.294105359903078	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
河北省	2015	40255	10.60298949873408	51.33	1155542	117567	10.174186658728113	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
山西省	2015	34919	10.460786372659188	55.03	569491	52324	9.187853714984081	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
内蒙古自治区	2015	71101	11.171856680390034	60.3	390222	37288	9.555586307281496	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
辽宁省	2015	65354	11.087573926054468	67.35	680859	87595	12.86536566308149	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
吉林省	2015	51086	10.841265766051706	55.31	428511	46769	10.914305583753976	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
黑龙江省	2015	39462	10.583093462529407	58.8	592705	64239	10.83827536464177	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
上海市	2015	103796	11.550182713325936	87.6	373956	47936	12.818620372450235	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
江苏省	2015	87995	11.385035273664311	66.52	1238192	157135	12.69068125137297	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
浙江省	2015	77644	11.259889555790982	65.8	859773	96855	11.265182786619258	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
安徽省	2015	35997	10.491190880632498	50.5	955845	106895	11.18329854735862	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
福建省	2015	67966	11.126762859116562	62.6	596224	53694	9.005675719192787	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
江西省	2015	36724	10.511185771263591	51.62	710552	64388	9.061687251601573	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
山东省	2015	64168	11.06925992304676	57.01	1530763	178471	11.65895700379484	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
河南省	2015	39123	10.574465808325012	46.85	1476154	145415	9.850936961861704	nbs_yearbook_2016_0310en	3-10	https://www.stats.gov.cn/sj/ndsj/2016/html/0310EN.jpg	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2016_0207en	2-7	https://www.stats.gov.cn/sj/ndsj/2016/html/0207EN.jpg	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2016_0212en	2-12	https://www.stats.gov.cn/sj/ndsj/2016/html/0212EN.jpg	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	manual_double_checked_official_table_image	official_image_transcribed_twice
