province	year	source	source_name	source_url	source_edition	table_id	table_title	extraction_status	quality_flag	institution_scope	mechanism_role	physician_annual_outpatient_emergency_visits	physician_annual_inpatient_bed_days	physician_daily_outpatient_emergency_visits	physician_daily_inpatient_bed_days	notes
辽宁省	2013	natcm_2013_b38	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/B38.xls	2013	B38	2013年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1339.0945965951148	773.9499629903775	5.3563783863804595	2.1146173852196104	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
重庆市	2013	natcm_2013_b38	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/B38.xls	2013	B38	2013年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1898.338757062147	1191.1606779661015	7.593355028248587	3.254537371492081	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
陕西省	2013	natcm_2013_b38	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/B38.xls	2013	B38	2013年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1518.3596124937364	1071.8274594955735	6.073438449974946	2.9284903264906386	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
青海省	2013	natcm_2013_b38	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/B38.xls	2013	B38	2013年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1344.593165174939	851.9861676159478	5.378372660699756	2.327831059059967	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
黑龙江省	2013	natcm_2013_b38	National Administration of Traditional Chinese Medicine 2013 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2013/B38.xls	2013	B38	2013年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1305.6894595401614	673.6693042699313	5.222757838160645	1.8406265143987195	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
上海市	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	4853.92	715.37	19.42	1.96	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
云南省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2373.72	1198.66	9.49	3.28	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
内蒙古自治区	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1381.44	610.51	5.53	1.67	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
北京市	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	3877.83	546.67	15.51	1.5	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
吉林省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1363.73	624.63	5.45	1.71	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
四川省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1885.61	1125.75	7.54	3.08	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
天津市	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	3164.14	564.08	12.66	1.55	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
宁夏回族自治区	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2406.16	907.3	9.62	2.49	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
安徽省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1686.88	1037.95	6.75	2.84	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
山东省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1309.46	793.23	5.24	2.17	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
山西省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1128.79	611.2	4.52	1.67	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
广东省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	3117.07	751.84	12.47	2.06	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
广西壮族自治区	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1905.18	852.94	7.62	2.34	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
新疆维吾尔自治区	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1479.94	1347.27	5.92	3.69	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
江苏省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2567.06	809.95	10.27	2.22	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
江西省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1520.79	986.24	6.08	2.7	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
河北省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1299.39	702.11	5.2	1.92	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
河南省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1580.56	870.31	6.32	2.38	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
浙江省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	3297.27	707.9	13.19	1.94	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
海南省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1763.5	692.32	7.05	1.9	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
湖北省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1756.47	1079.86	7.03	2.96	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
湖南省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1130.4	981.22	4.52	2.69	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
甘肃省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1658.25	1139.69	6.63	3.12	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
福建省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2470.21	732.37	9.88	2.01	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
西藏自治区	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1532.21	566.54	6.13	1.55	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
贵州省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1410.61	1193.87	5.64	3.27	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
辽宁省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1320.86	828.61	5.28	2.27	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
重庆市	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2112.19	1230.71	8.45	3.37	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
陕西省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1555.53	1075.74	6.22	2.95	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
青海省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1540.19	895.9	6.16	2.45	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
黑龙江省	2015	natcm_2015_b38	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/B38.xls	2015	B38	2015年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1243.82	742.8	4.98	2.04	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
上海市	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	4631.1	694.86	18.45	1.9	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
云南省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2131.72	1153.58	8.49	3.16	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
内蒙古自治区	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1225.93	673.39	4.88	1.84	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
北京市	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	3049.22	508.15	12.15	1.39	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
吉林省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1302.63	637.47	5.19	1.75	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
