province	year	source	source_name	source_url	source_edition	table_id	table_title	extraction_status	quality_flag	institution_scope	mechanism_role	physician_annual_outpatient_emergency_visits	physician_annual_inpatient_bed_days	physician_daily_outpatient_emergency_visits	physician_daily_inpatient_bed_days	notes
四川省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1896.95	1120.96	7.56	3.07	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
天津市	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2552.74	570.19	10.17	1.56	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
宁夏回族自治区	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2324.15	895.92	9.26	2.45	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
安徽省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1664.39	1053.13	6.63	2.89	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
山东省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1274.56	749.67	5.08	2.05	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
山西省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1228.92	682.81	4.9	1.87	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
广东省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2735.7	761.58	10.9	2.09	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
广西壮族自治区	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1768.11	868.59	7.04	2.38	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
新疆维吾尔自治区	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1277.38	1186.53	5.09	3.25	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
江苏省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2452.51	769.29	9.77	2.11	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
江西省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1414.35	976.18	5.63	2.67	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
河北省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1303.63	751.35	5.19	2.06	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
河南省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1661.89	972.95	6.62	2.67	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
浙江省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	3128.18	737.13	12.46	2.02	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
海南省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1816.82	672.03	7.24	1.84	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
湖北省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1695.13	1079.15	6.75	2.96	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
湖南省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1033.52	955.04	4.12	2.62	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
甘肃省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1694.26	1097.88	6.75	3.01	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
福建省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	2313.25	740.34	9.22	2.03	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
西藏自治区	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1178.96	463.76	4.7	1.27	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
贵州省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1507.75	1148.19	6.01	3.15	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
辽宁省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1237.72	802.1	4.93	2.2	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
重庆市	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1850.11	1083.64	7.37	2.97	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
陕西省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1516.39	1037.95	6.04	2.84	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
青海省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1510.83	808.73	6.02	2.22	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
黑龙江省	2018	natcm_2018_b38	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/B38.xls	2018	B38	2018年政府办中医类医院按地区分医院医师工作效率	official_excel_numeric_extracted	official_natcm_excel_parsed	government-run TCM-category hospitals	province-level physician workload and service-intensity mediator candidate	1174.88	833.05	4.68	2.28	This table does not measure patient-level TCM use; it describes whether registered government-run TCM hospital physicians translate headcount capacity into outpatient/emergency and inpatient service workload.
